Unnamed: 0,Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
4201,Senegalese,Social Policy UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,Senegalese,Social Policy UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Senegalese,Sociology PG Taught,PG Taught,*,*,0,*,0,0,0,0,0,0,0,0,*,*,*
4204,Senegalese,Statistics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4205,Senegalese,Statistics UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4206,Serbian,Accounting UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4207,Serbian,Accounting UG Degree PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,*,0,0,*,*,0
4208,Serbian,Economics UG Degree PG Taught,UG Degree,*,0,0,6,0,0,8,0,0,*,0,0,*,0,0
4209,Serbian,Economics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4210,Serbian,European In.. PG Taught,PG Taught,*,*,0,*,*,0,0,0,0,*,0,0,*,*,*
4211,Serbian,Finance UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,*,*,*,*,*,*,0,0
4212,Serbian,Finance UG Degree PG Taught,PG Taught,7,*,0,7,*,*,6,*,*,*,*,*,*,*,0
4213,Serbian,Gender Stud.. PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,0,0,0,0,0,0
4214,Serbian,Geography .. PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,*,0,0,5,*,*
4215,Serbian,Government UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,6,*,0
4216,Serbian,Government UG Degree PG Taught,PG Taught,5,*,0,0,0,0,0,0,0,*,*,*,*,*,*
4217,Serbian,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,*,0,0
4218,Serbian,International.. PG Taught,PG Taught,5,*,*,*,*,0,*,*,*,*,0,0,*,*,0
4219,Serbian,International UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4220,Serbian,International UG Degree History PG Taught,PG Taught,*,*,*,*,0,0,*,*,0,0,0,0,0,0,0
4221,Serbian,International UG Degree Relations PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,Serbian,International UG Degree Relations PG Taught,PG Taught,6,*,*,5,*,*,0,0,0,0,0,0,*,*,0
4223,Serbian,Law School UG Degree PG Taught,UG Degree,*,0,0,6,*,*,*,0,0,*,*,*,*,*,*
4224,Serbian,Law School UG Degree PG Taught,PG Taught,*,*,0,*,*,0,*,*,*,*,*,0,*,*,*
4225,Serbian,Management UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,*,0,0
4226,Serbian,Management UG Degree PG Taught,PG Taught,5,*,*,7,*,*,7,*,*,9,*,*,*,0,0
4227,Serbian,Mathematics UG Degree PG Taught,UG Degree,*,0,0,*,*,0,0,0,0,*,0,0,0,0,0
4228,Serbian,Mathematics UG Degree PG Taught,PG Taught,*,*,0,*,0,0,*,*,0,*,0,0,0,0,0
4229,Serbian,Media and C.. PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,0,0,0,*,0,0
4230,Serbian,Methodology PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4231,Serbian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,*,*,0,*,0,0,*,0,0,0,0,0,0,0,0
4232,Serbian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
4233,Serbian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,0,0,0,0,*,0,0,*,0,0,*,0,0
4234,Serbian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,*,*,*,0,0,*,*,*,*,*,*,*,0,0
4235,Serbian,School of Pu.. PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,*,0,0,*,0,0
4236,Serbian,Social Policy UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4237,Serbian,Social Policy UG Degree PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,0,0,0,*,0,0
4238,Serbian,Sociology PG Taught,PG Taught,*,*,*,*,*,*,0,0,0,*,0,0,*,*,0
4239,Serbian,Statistics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4240,Serbian,Statistics UG Degree PG Taught,PG Taught,0,0,0,*,*,0,*,0,0,*,0,0,0,0,0
4241,Seychellois,Accounting UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,*,*
4242,Seychellois,Anthropology UG Degree,UG Degree,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,Seychellois,Economics UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4244,Seychellois,Economics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4245,Seychellois,Finance PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
4246,Seychellois,International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4247,Seychellois,Law School UG Degree Management PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4248,Seychellois,Law School UG Degree Management PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4249,Seychellois Sierra Leonean,Media and C.. PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,*,0,0,0,0,0
4250,Seychellois Sierra Leonean,Accounting UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4251,Seychellois Sierra Leonean,Accounting UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,Seychellois Sierra Leonean,Economics UG Degree Finance PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4253,Seychellois Sierra Leonean,Economics UG Degree Finance PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4254,Seychellois Sierra Leonean,Gender Stud.. PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,*,0,0,*,*,0
4255,Seychellois Sierra Leonean,Geography .. PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,*,*,0,*,*,*
4256,Seychellois Sierra Leonean,Government PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4257,Seychellois Sierra Leonean,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
4258,Seychellois Sierra Leonean,International.. PG Taught,PG Taught,*,0,0,*,*,0,*,0,0,10,*,0,10,*,0
4259,Seychellois Sierra Leonean,International.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,Seychellois Sierra Leonean,Law School UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4261,Seychellois Sierra Leonean,Law School UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,*,0
4262,Seychellois Sierra Leonean,Management UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
4263,Seychellois Sierra Leonean,Management UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4264,Seychellois Sierra Leonean,Mathematics PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4265,Seychellois Sierra Leonean,Media and C.. PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
4266,Seychellois Sierra Leonean,Methodology PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
4267,Seychellois Sierra Leonean,Psychologic.. PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,Seychellois Sierra Leonean,School of Pu.. PG Taught,PG Taught,*,*,0,*,*,0,*,0,0,0,0,0,0,0,0
4269,Seychellois Sierra Leonean,Social Policy PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,*,0,*,*,0
4270,Seychellois Sierra Leonean,Sociology PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,*,0,0,*,0,0
4271,Seychellois Sierra Leonean,Statistics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
4272,Singaporean,Accounting UG Degree PG Taught,UG Degree,57,6,*,47,*,0,42,*,*,48,*,0,32,*,*
4273,Singaporean,Accounting UG Degree PG Taught,PG Taught,13,*,*,10,*,0,9,6,5,8,*,*,*,*,0
4274,Singaporean,Anthropology UG Degree PG Taught,UG Degree,27,10,*,22,7,*,16,7,*,24,9,*,15,*,*
4275,Singaporean,Anthropology UG Degree PG Taught,PG Taught,*,0,0,*,*,*,*,*,0,5,*,*,*,*,*
4276,Singaporean,Economic UG Degree History PG Taught,UG Degree,10,*,0,15,*,*,27,*,*,19,*,0,13,*,*
4277,Singaporean,Economic UG Degree History PG Taught,PG Taught,*,0,0,*,*,*,*,*,0,*,*,0,*,*,0
4278,Singaporean,Economics UG Degree PG Taught,UG Degree,187,49,26,200,43,23,190,27,12,181,39,18,171,39,28
4279,Singaporean,Economics UG Degree PG Taught,PG Taught,23,14,*,26,13,*,36,21,10,21,12,*,21,13,*
4280,Singaporean,European In.. PG Taught,PG Taught,*,*,0,*,0,0,*,0,0,*,*,0,*,*,*
4281,Singaporean,Finance UG Degree PG Taught,UG Degree,32,10,8,31,15,*,37,9,5,57,10,5,37,*,*
4282,Singaporean,Finance UG Degree PG Taught,PG Taught,49,13,8,45,9,*,35,8,*,31,*,*,34,7,*
4283,Singaporean,Gender Stud.. PG Taught,PG Taught,*,0,0,*,0,0,*,*,*,*,*,*,0,0,0
4284,Singaporean,Geography UG Degree and Environ.. PG Taught,UG Degree,51,16,*,43,15,*,47,*,*,53,9,*,47,10,*
4285,Singaporean,Geography UG Degree and Environ.. PG Taught,PG Taught,19,9,*,12,6,*,14,5,*,28,10,*,25,6,5
4286,Singaporean,Government UG Degree PG Taught,UG Degree,63,7,*,84,12,5,90,5,*,98,12,*,59,10,*
4287,Singaporean,Government UG Degree PG Taught,PG Taught,27,9,*,24,12,6,20,8,*,23,11,6,24,12,5
4288,Singaporean,Health Policy PG Taught,PG Taught,12,*,*,*,*,0,5,*,*,*,*,*,6,*,*
4289,Singaporean,International.. PG Taught,PG Taught,11,*,*,10,*,*,8,*,*,*,*,0,13,7,*
4290,Singaporean,International UG Degree History PG Taught,UG Degree,29,14,*,22,12,*,21,6,*,37,7,*,26,11,7
4291,Singaporean,International UG Degree History PG Taught,PG Taught,10,7,*,*,*,*,6,*,*,11,6,6,11,7,6
4292,Singaporean,International UG Degree Relations PG Taught,UG Degree,26,13,*,17,11,5,23,*,0,21,6,*,19,*,*
4293,Singaporean,International UG Degree Relations PG Taught,PG Taught,14,*,*,20,8,*,13,*,*,15,*,*,7,*,*
4294,Singaporean,Language C.. UG Degree,UG Degree,*,0,0,11,*,*,9,*,*,15,*,0,7,0,0
4295,Singaporean,Law School UG Degree PG Taught,UG Degree,229,48,18,164,29,10,201,23,11,192,24,11,198,27,12
4296,Singaporean,Law School UG Degree PG Taught,PG Taught,22,13,5,20,8,*,19,8,*,19,12,*,14,10,*
4297,Singaporean,Management UG Degree PG Taught,UG Degree,32,*,*,33,7,5,47,*,*,42,6,*,49,*,*
4298,Singaporean,Management UG Degree PG Taught,PG Taught,39,12,*,38,16,7,35,12,*,42,14,7,35,10,6
4299,Singaporean,Mathematics UG Degree Mathematics PG Taught,UG Degree,32,*,0,31,*,*,24,*,*,26,*,*,40,*,*
4300,Singaporean,Mathematics UG Degree Mathematics PG Taught,PG Taught,8,0,0,10,*,*,6,*,*,*,0,0,*,0,0
4301,Singaporean,Media and C.. PG Taught,PG Taught,16,*,*,19,5,*,18,9,*,17,5,*,11,*,*
4302,Singaporean,Methodology PG Taught,PG Taught,11,*,0,18,6,*,12,*,*,8,*,*,12,7,*
4303,Singaporean,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,63,8,*,62,11,*,68,*,*,73,7,*,62,9,*
4304,Singaporean,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,10,6,5,8,*,*,*,*,*,*,*,*,*,0,0
4305,Singaporean,Psychological UG Degree and Behavio.. PG Taught,UG Degree,23,8,*,26,9,*,27,6,*,31,*,0,28,11,*
4306,Singaporean,Psychological UG Degree and Behavio.. PG Taught,PG Taught,23,6,5,19,5,*,22,8,*,16,*,*,14,*,*
4307,Singaporean,School of Pu.. PG Taught,PG Taught,12,6,*,10,*,*,6,*,0,14,6,*,18,8,*
4308,Singaporean,Social Policy UG Degree PG Taught,UG Degree,30,*,*,34,7,*,39,*,*,50,*,*,40,*,0
4309,Singaporean,Social Policy UG Degree PG Taught,PG Taught,21,10,9,16,8,*,19,14,5,22,12,6,10,6,*
4310,Singaporean,Sociology UG Degree PG Taught,UG Degree,15,5,*,19,7,*,18,0,0,18,*,0,14,*,*
4311,Singaporean,Sociology UG Degree PG Taught,PG Taught,11,7,*,8,*,0,6,*,*,10,7,*,19,7,*
4312,Singaporean,Statistics UG Degree PG Taught,UG Degree,18,0,0,12,*,*,34,*,0,35,5,*,37,*,*
4313,Singaporean,Statistics UG Degree PG Taught,PG Taught,29,6,*,14,*,0,15,*,0,20,*,*,15,*,0
4314,Slovak,Accounting UG Degree PG Taught,UG Degree,*,*,0,0,0,0,*,*,0,*,0,0,0,0,0
4315,Slovak,Accounting UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
4316,Slovak,Anthropology UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
4317,Slovak,Anthropology UG Degree PG Taught,PG Taught,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0
4318,Slovak,Economic Hi.. UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4319,Slovak,Economics UG Degree PG Taught,UG Degree,7,0,0,9,0,0,5,0,0,*,0,0,*,0,0
4320,Slovak,Economics UG Degree PG Taught,PG Taught,*,0,0,*,*,*,*,*,*,0,0,0,0,0,0
4321,Slovak,European In.. PG Taught,PG Taught,10,*,*,6,*,*,*,*,*,0,0,0,*,*,*
4322,Slovak,Finance UG Degree PG Taught,UG Degree,*,*,*,*,*,0,*,0,0,*,*,0,*,0,0
4323,Slovak,Finance UG Degree PG Taught,PG Taught,*,0,0,7,*,*,0,0,0,5,*,0,*,0,0
4324,Slovak,Gender Stud.. PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
4325,Slovak,Geography UG Degree and Environ.. PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,*,*,0,*,0,0
4326,Slovak,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,0,*,*,*,*,*,*,*,0,0,0,0,0
4327,Slovak,Government UG Degree PG Taught,UG Degree,6,0,0,13,0,0,*,0,0,*,*,0,*,*,*
4328,Slovak,Government UG Degree PG Taught,PG Taught,*,*,0,*,*,0,*,0,0,0,0,0,*,0,0
4329,Slovak,International.. PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,*,0,0,*,*,*
4330,Slovak,International UG Degree History PG Taught,UG Degree,0,0,0,*,0,0,*,*,0,*,*,0,*,0,0
4331,Slovak,International UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4332,Slovak,International UG Degree Relations PG Taught,UG Degree,*,0,0,10,0,0,*,0,0,5,0,0,*,0,0
4333,Slovak,International UG Degree Relations PG Taught,PG Taught,*,*,*,*,*,*,*,*,0,*,*,0,*,0,0
4334,Slovak,Language C.. UG Degree,UG Degree,*,*,*,*,*,0,0,0,0,0,0,0,*,0,0
4335,Slovak,Law School UG Degree PG Taught,UG Degree,*,0,0,*,*,0,*,0,0,*,0,0,11,0,0
4336,Slovak,Law School UG Degree PG Taught,PG Taught,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*
4337,Slovak,Management UG Degree PG Taught,UG Degree,7,0,0,*,0,0,*,0,0,0,0,0,*,0,0
4338,Slovak,Management UG Degree PG Taught,PG Taught,*,0,0,6,*,*,*,*,*,*,*,*,*,*,0
4339,Slovak,Mathematics UG Degree PG Taught,UG Degree,0,0,0,*,*,*,*,*,*,0,0,0,*,0,0
4340,Slovak,Mathematics UG Degree PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
4341,Slovak,Media and C.. PG Taught,PG Taught,*,*,*,0,0,0,*,*,*,*,*,0,*,*,*
4342,Slovak,Methodology PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,*,0,0,*,0,0
4343,Slovak,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,5,*,0,*,0,0,*,0,0,0,0,0,*,0,0
4344,Slovak,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,0,0,*,*,*,0,0,0,0,0,0,0,0,0
4345,Slovak,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,0,0,*,*,*,0,0,0,0,0,0,*,0,0
4346,Slovak,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,*,*,*,*,0,*,*,0,0,0,0,0,0,0
4347,Slovak,School of Pu.. PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,*,*,0,*,*,*
4348,Slovak,Social Policy UG Degree PG Taught,UG Degree,*,*,0,*,0,0,0,0,0,*,0,0,*,0,0
4349,Slovak,Social Policy UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,*,*,*,*,*
4350,Slovak,Sociology UG Degree Sociology PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4351,Slovak,Sociology UG Degree Sociology PG Taught,PG Taught,*,*,*,*,0,0,*,0,0,*,*,*,*,0,0
4352,Slovak,Statistics UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
4353,Slovak,Statistics UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,5,*,*
4354,Slovenian,Accounting UG Degree PG Taught,UG Degree,*,0,0,*,*,0,0,0,0,0,0,0,*,0,0
4355,Slovenian,Accounting UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,*,*,*
4356,Slovenian,Anthropology UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
4357,Slovenian,Economic Hi.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
4358,Slovenian,Economics UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
4359,Slovenian,Economics UG Degree PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,0,0,0,0,0,0
4360,Slovenian,European In.. PG Taught,PG Taught,0,0,0,*,*,*,*,*,0,*,*,0,0,0,0
4361,Slovenian,Finance UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,Slovenian,Finance UG Degree PG Taught,PG Taught,*,*,*,*,*,*,*,*,*,6,*,*,*,*,*
4363,Slovenian,Gender Stud.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4364,Slovenian,Geography .. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
4365,Slovenian,Government UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
4366,Slovenian,Government UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
4367,Slovenian,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
4368,Slovenian,International.. PG Taught,PG Taught,0,0,0,*,0,0,*,*,0,0,0,0,0,0,0
4369,Slovenian,International.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4370,Slovenian,International UG Degree Relations PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4371,Slovenian,International UG Degree Relations PG Taught,PG Taught,*,*,*,0,0,0,*,0,0,0,0,0,*,*,0
4372,Slovenian,Language C.. UG Degree,UG Degree,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
4373,Slovenian,Law School UG Degree PG Taught,UG Degree,*,0,0,*,*,*,*,0,0,*,*,0,0,0,0
4374,Slovenian,Law School UG Degree PG Taught,PG Taught,0,0,0,*,*,0,*,*,0,*,*,*,*,*,*
4375,Slovenian,Management UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4376,Slovenian,Management UG Degree PG Taught,PG Taught,*,*,0,*,0,0,0,0,0,*,*,*,*,0,0
4377,Slovenian,Mathematics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4378,Slovenian,Methodology PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
4379,Slovenian,"Philosophy, .. UG Degree",UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4380,Slovenian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0
4381,Slovenian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
4382,Slovenian,Social Policy UG Degree PG Taught,UG Degree,*,*,0,0,0,0,*,0,0,0,0,0,0,0,0
4383,Slovenian,Social Policy UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,Slovenian,Sociology UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4385,Slovenian,Sociology UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
4386,Slovenian,Statistics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4387,Solomon Islands,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
4388,Solomon Islands,International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4389,Solomon Islands,Law School PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4390,Solomon Islands,Social Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4391,Solomon Islands,Sociology PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4392,Somalian,Accounting UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4393,Somalian,Accounting UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4394,Somalian,Anthropology UG Degree,UG Degree,*,0,0,0,0,0,*,*,*,0,0,0,0,0,0
4395,Somalian,Economic UG Degree History PG Taught,UG Degree,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
4396,Somalian,Economic UG Degree History PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,*,0,0,0,0
4397,Somalian,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
4398,Somalian,Economics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4399,Somalian,Finance UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,Somalian,Finance UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4401,Somalian,Geography .. UG Degree,UG Degree,*,*,0,0,0,0,*,*,0,0,0,0,0,0,0
4402,Somalian,Government UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
4403,Somalian,Government UG Degree PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
4404,Somalian,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,*,*,*,5,*,0
4405,Somalian,International.. PG Taught,PG Taught,*,0,0,*,*,0,*,0,0,*,0,0,*,0,0
4406,Somalian,International.. UG Degree International.. PG Taught,UG Degree,0,0,0,*,*,0,*,0,0,0,0,0,*,0,0
4407,Somalian,International.. UG Degree International.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4408,Somalian,Law School UG Degree Management PG Taught,UG Degree,*,0,0,*,*,*,*,0,0,0,0,0,0,0,0
4409,Somalian,Law School UG Degree Management PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,Somalian,Mathematics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,*,0,*,*,*,0,0,0
4411,Somalian,Mathematics UG Degree PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
4412,Somalian,Media and C.. PG Taught,PG Taught,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0
4413,Somalian,Psychologic.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4414,Somalian,School of Pu.. PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,*,0,0,0,0,0
4415,Somalian,Social Policy UG Degree PG Taught,UG Degree,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4416,Somalian,Social Policy UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
4417,Somalian,Sociology PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
4418,Somalian,Statistics UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
4419,South African Accounting,UG Degree PG Taught,UG Degree,10,0,0,10,*,0,10,*,*,9,0,0,9,*,*
4420,South African Accounting,UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,*,*,*,*,0,*,0,0
4421,South African Accounting,Anthropology UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,0,0,0,*,0,0
4422,South African Accounting,Anthropology UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,*,0,*,*,0,*,*,0
4423,South African Accounting,Economic UG Degree History PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4424,South African Accounting,Economic UG Degree History PG Taught,PG Taught,5,*,*,*,0,0,0,0,0,0,0,0,*,*,0
4425,South African Accounting,Economics UG Degree PG Taught,UG Degree,6,*,0,*,0,0,9,0,0,*,0,0,6,0,0
4426,South African Accounting,Economics UG Degree PG Taught,PG Taught,*,0,0,5,*,*,*,0,0,*,*,0,*,0,0
4427,South African Accounting,European In.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4428,South African Accounting,Finance UG Degree PG Taught,UG Degree,*,0,0,*,*,*,*,0,0,*,*,0,*,0,0
4429,South African Accounting,Finance UG Degree PG Taught,PG Taught,*,0,0,12,*,0,20,*,*,11,*,*,10,*,0
4430,South African Accounting,Gender Stud.. PG Taught,PG Taught,6,*,*,*,0,0,*,0,0,*,*,*,*,0,0
4431,South African Accounting,Geography UG Degree and Environ.. PG Taught,UG Degree,0,0,0,*,*,0,*,0,0,*,0,0,*,0,0
4432,South African Accounting,Geography UG Degree and Environ.. PG Taught,PG Taught,14,*,*,11,*,*,7,*,0,12,*,0,13,*,0
4433,South African Accounting,Government UG Degree PG Taught,UG Degree,*,*,*,*,0,0,*,0,0,*,0,0,5,*,*
