Unnamed: 0,Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
3968,Portuguese,Finance UG Degree PG Taught,PG Taught,11,*,*,15,*,*,22,*,*,23,*,*,21,5,5
3969,Portuguese,Gender Stud.. PG Taught,PG Taught,*,*,*,*,0,0,*,0,0,*,*,*,*,*,*
3970,Portuguese,Geography UG Degree and Environ.. PG Taught,UG Degree,7,*,*,5,*,0,*,0,0,*,*,0,0,0,0
3971,Portuguese,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,*,5,0,0,*,0,0,*,0,0,6,0,0
3972,Portuguese,Government UG Degree PG Taught,UG Degree,12,*,0,12,*,0,13,0,0,19,0,0,9,*,0
3973,Portuguese,Government UG Degree PG Taught,PG Taught,10,*,*,12,*,*,12,*,*,10,*,*,7,*,0
3974,Portuguese,Health Policy PG Taught,PG Taught,0,0,0,*,*,*,*,*,0,*,*,*,*,*,*
3975,Portuguese,International.. PG Taught,PG Taught,10,*,*,11,*,*,6,*,*,7,*,0,10,*,*
3976,Portuguese,International UG Degree History PG Taught,UG Degree,*,*,*,6,*,*,*,*,*,6,*,*,*,*,*
3977,Portuguese,International UG Degree History PG Taught,PG Taught,5,*,*,*,0,0,0,0,0,*,0,0,*,*,*
3978,Portuguese,International UG Degree Relations PG Taught,UG Degree,8,*,*,*,0,0,7,0,0,5,*,*,6,*,0
3979,Portuguese,International UG Degree Relations PG Taught,PG Taught,7,*,*,8,*,*,7,*,*,6,*,*,*,0,0
3980,Portuguese,Language C.. UG Degree,UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
3981,Portuguese,Law School UG Degree PG Taught,UG Degree,8,*,*,9,0,0,13,0,0,16,*,*,9,0,0
3982,Portuguese,Law School UG Degree PG Taught,PG Taught,15,7,*,11,*,*,13,*,*,10,5,*,5,*,*
3983,Portuguese,Management UG Degree PG Taught,UG Degree,14,*,0,19,*,*,23,0,0,23,*,0,11,*,0
3984,Portuguese,Management UG Degree PG Taught,PG Taught,22,8,*,31,10,8,27,6,5,21,*,*,24,6,*
3985,Portuguese,Mathematics UG Degree PG Taught,UG Degree,*,*,0,8,*,0,5,*,0,*,0,0,6,*,0
3986,Portuguese,Mathematics UG Degree PG Taught,PG Taught,*,*,*,*,*,0,*,0,0,*,0,0,*,0,0
3987,Portuguese,Media and C.. PG Taught,PG Taught,*,0,0,*,*,*,5,*,*,*,0,0,5,*,*
3988,Portuguese,Methodology PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
3989,Portuguese,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,9,*,0,13,*,*,9,*,*,*,*,*,*,0,0
3990,Portuguese,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,*,0,*,*,*,*,*,0,*,*,0,*,0,0
3991,Portuguese,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,0,0,0,0,0,*,*,0,*,0,0,*,*,*
3992,Portuguese,Psychological UG Degree and Behavio.. PG Taught,PG Taught,7,*,*,0,0,0,*,*,0,*,0,0,*,*,*
3993,Portuguese,School of Pu.. PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,*,*,*,*,*,*
3994,Portuguese,Social Policy UG Degree PG Taught,UG Degree,8,*,*,*,*,*,*,0,0,*,*,*,*,0,0
3995,Portuguese,Social Policy UG Degree PG Taught,PG Taught,*,*,0,5,*,0,*,*,0,0,0,0,*,0,0
3996,Portuguese,Sociology UG Degree PG Taught,UG Degree,*,*,0,*,*,*,0,0,0,*,*,*,*,0,0
3997,Portuguese,Sociology UG Degree PG Taught,PG Taught,6,*,*,8,*,*,6,*,*,*,*,0,5,*,*
3998,Portuguese,Statistics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,5,*,*,5,0,0,*,*,0
3999,Portuguese,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,0,*,*,*,0,6,*,0,10,*,*
4000,Qatari,Accounting UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4001,Qatari,Accounting UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4002,Qatari,Economics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4003,Qatari,Economics UG Degree PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
4004,Qatari,European In.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,Qatari,Finance UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
4006,Qatari,Finance UG Degree PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
4007,Qatari,Gender Stud.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,Qatari,Geography .. PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,0,0,0,*,0,0
4009,Qatari,Government UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,*,0,0
4010,Qatari,Government UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,*,0,0,*,*,0
4011,Qatari,International.. PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,*,0,0,0,0,0
4012,Qatari,International UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4013,Qatari,International UG Degree History PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0
4014,Qatari,International UG Degree Relations PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4015,Qatari,International UG Degree Relations PG Taught,PG Taught,*,*,0,*,0,0,*,*,0,*,*,*,*,0,0
4016,Qatari,Language C.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4017,Qatari,Law School UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
4018,Qatari,Law School UG Degree PG Taught,PG Taught,*,*,*,0,0,0,*,0,0,*,0,0,0,0,0
4019,Qatari,Management UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4020,Qatari,Management UG Degree PG Taught,PG Taught,*,*,0,*,0,0,*,0,0,*,0,0,*,0,0
4021,Qatari,Media and C.. PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,*,*,0,*,*,0
4022,Qatari,Psychologic.. PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,*,*,0,0,0
4023,Qatari,School of Pu.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4024,Qatari,Social Policy UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4025,Qatari,Social Policy UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,Qatari,Sociology UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
4027,Qatari,Sociology UG Degree PG Taught,PG Taught,*,0,0,*,*,0,*,*,0,*,*,*,*,0,0
4028,Qatari,Statistics UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4029,Romanian,Accounting UG Degree PG Taught,UG Degree,12,*,0,11,0,0,11,0,0,10,*,*,14,*,*
4030,Romanian,Accounting UG Degree PG Taught,PG Taught,*,0,0,*,*,*,*,*,0,*,0,0,0,0,0
4031,Romanian,Anthropology UG Degree PG Taught,UG Degree,*,0,0,5,*,*,*,0,0,6,*,0,*,0,0
4032,Romanian,Anthropology UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
4033,Romanian,Economic UG Degree History PG Taught,UG Degree,*,*,*,*,0,0,9,*,*,9,0,0,*,0,*
4034,Romanian,Economic UG Degree History PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,*,*,*
4035,Romanian,Economics UG Degree PG Taught,UG Degree,24,0,0,33,*,0,27,*,*,29,*,*,20,0,0
4036,Romanian,Economics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,*,*,5,*,0,6,*,0
4037,Romanian,European In.. PG Taught,PG Taught,7,*,*,*,*,*,*,*,*,9,7,*,*,*,0
4038,Romanian,Finance UG Degree PG Taught,UG Degree,7,0,0,10,*,*,10,0,0,6,*,0,8,0,0
4039,Romanian,Finance UG Degree PG Taught,PG Taught,11,*,*,6,0,0,5,0,0,9,*,*,8,*,*
4040,Romanian,Gender Stud.. PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,*,0,0,*,*,0
4041,Romanian,Geography UG Degree and Environ.. PG Taught,UG Degree,*,*,0,*,*,*,*,0,0,*,0,0,*,0,0
4042,Romanian,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,*,*,0,0,11,*,*,6,0,0,5,0,0
4043,Romanian,Government UG Degree Government PG Taught,UG Degree,24,*,*,25,*,*,14,*,*,21,*,*,17,*,*
4044,Romanian,Government UG Degree Government PG Taught,PG Taught,6,*,0,6,*,*,5,*,*,7,*,*,9,5,*
4045,Romanian,Health Policy PG Taught,PG Taught,*,*,*,*,*,*,*,*,*,*,0,0,6,5,*
4046,Romanian,International.. PG Taught,PG Taught,6,*,*,5,*,*,5,*,*,*,0,0,*,0,0
4047,Romanian,International UG Degree History PG Taught,UG Degree,*,*,*,*,*,*,*,0,0,*,0,0,8,*,0
4048,Romanian,International UG Degree History PG Taught,PG Taught,*,*,0,*,0,0,*,*,*,*,0,0,0,0,0
4049,Romanian,International UG Degree Relations PG Taught,UG Degree,*,0,0,6,0,0,6,*,*,*,*,0,7,*,*
4050,Romanian,International UG Degree Relations PG Taught,PG Taught,7,*,0,7,*,*,*,*,*,5,*,0,*,*,*
4051,Romanian,Language C.. UG Degree,UG Degree,5,0,0,*,*,0,*,0,0,*,0,0,*,*,0
4052,Romanian,Law School UG Degree PG Taught,UG Degree,26,*,0,30,*,0,16,0,0,29,6,*,24,6,*
4053,Romanian,Law School UG Degree PG Taught,PG Taught,10,*,*,8,5,*,*,*,*,*,*,0,7,5,*
4054,Romanian,Management UG Degree PG Taught,UG Degree,23,*,0,35,*,*,12,*,*,12,*,*,19,*,*
4055,Romanian,Management UG Degree PG Taught,PG Taught,12,*,*,6,*,0,11,*,*,15,6,*,5,*,0
4056,Romanian,Mathematics UG Degree PG Taught,UG Degree,11,*,*,13,*,*,8,0,0,6,*,0,11,*,0
4057,Romanian,Mathematics UG Degree PG Taught,PG Taught,*,*,*,*,0,0,*,0,0,*,0,0,*,*,0
4058,Romanian,Media and C.. PG Taught,PG Taught,*,0,0,*,*,0,*,*,0,*,*,*,*,*,*
4059,Romanian,Methodology PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
4060,Romanian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,15,*,0,21,*,*,17,*,*,15,*,*,7,*,*
4061,Romanian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,0,0,0,*,0,0,*,*,*,*,*,*
4062,Romanian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,0,*,0,0,*,0,0,*,*,0,5,0,0
4063,Romanian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,*,0,*,*,*,6,*,*,*,*,*,5,*,*
4064,Romanian,School of Pu.. PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,0,0,0,0,0,0
4065,Romanian,Social Policy UG Degree PG Taught,UG Degree,10,*,0,5,0,0,*,0,0,*,*,0,6,*,0
4066,Romanian,Social Policy UG Degree PG Taught,PG Taught,9,*,*,*,*,*,*,*,*,*,*,*,6,*,0
4067,Romanian,Sociology UG Degree PG Taught,UG Degree,*,0,0,*,*,0,*,0,0,0,0,0,*,*,0
4068,Romanian,Sociology UG Degree PG Taught,PG Taught,7,*,*,5,*,0,5,*,*,5,*,*,*,0,0
4069,Romanian,Statistics UG Degree PG Taught,UG Degree,7,0,0,5,0,0,*,*,0,*,0,0,13,*,*
4070,Romanian,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,*,0,*,0,0,5,*,0
4071,Russian,Accounting UG Degree PG Taught,UG Degree,7,*,0,7,*,*,6,0,0,7,0,0,11,*,*
4072,Russian,Accounting UG Degree PG Taught,PG Taught,17,8,7,16,*,*,7,*,*,6,*,*,5,0,0
4073,Russian,Anthropology UG Degree PG Taught,UG Degree,*,*,0,5,*,0,*,*,0,*,*,*,*,*,*
4074,Russian,Anthropology UG Degree PG Taught,PG Taught,*,*,0,*,*,*,*,*,0,*,*,0,*,*,0
4075,Russian,Economic UG Degree History PG Taught,UG Degree,5,0,0,7,0,0,8,*,*,*,*,*,7,*,0
4076,Russian,Economic UG Degree History PG Taught,PG Taught,*,*,*,6,*,*,*,*,0,*,*,0,*,*,*
4077,Russian,Economics UG Degree PG Taught,UG Degree,18,*,*,29,6,*,27,*,*,30,0,0,26,6,*
4078,Russian,Economics UG Degree PG Taught,PG Taught,7,*,0,5,*,*,*,*,0,9,*,0,8,*,*
4079,Russian,European In.. PG Taught,PG Taught,*,*,0,*,*,*,*,*,*,*,*,0,*,*,0
4080,Russian,Finance UG Degree PG Taught,UG Degree,7,*,*,7,*,*,10,0,0,*,*,*,15,*,*
4081,Russian,Finance UG Degree PG Taught,PG Taught,44,*,*,63,16,7,36,11,6,43,12,6,37,14,6
4082,Russian,Gender Stud.. PG Taught,PG Taught,*,0,0,*,0,0,*,*,0,0,0,0,*,*,*
4083,Russian,Geography UG Degree and Environ.. PG Taught,UG Degree,5,*,0,*,*,0,5,*,*,5,*,0,*,0,0
4084,Russian,Geography UG Degree and Environ.. PG Taught,PG Taught,10,5,*,11,*,*,11,*,*,12,5,0,11,*,0
4085,Russian,Government UG Degree PG Taught,UG Degree,18,6,*,18,7,*,21,*,0,19,*,0,18,*,0
4086,Russian,Government UG Degree PG Taught,PG Taught,7,0,*,12,*,*,17,*,*,15,*,*,9,*,*
4087,Russian,Health Policy PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,6,*,*,*,*,*
4088,Russian,International.. PG Taught,PG Taught,5,*,*,*,*,*,*,*,*,5,*,0,8,*,*
4089,Russian,International UG Degree History PG Taught,UG Degree,*,*,0,*,*,*,*,*,*,*,0,0,7,*,0
4090,Russian,International UG Degree History PG Taught,PG Taught,*,*,*,*,*,0,*,*,*,*,0,0,*,0,0
4091,Russian,International UG Degree Relations PG Taught,UG Degree,6,*,0,5,*,*,6,*,*,8,*,*,5,*,0
4092,Russian,International UG Degree Relations PG Taught,PG Taught,9,5,*,5,*,0,14,5,*,*,0,0,5,*,*
4093,Russian,Language C.. UG Degree,UG Degree,6,*,0,*,*,*,*,0,0,6,*,0,*,*,*
4094,Russian,Law School UG Degree Law School PG Taught,UG Degree,8,*,0,10,*,0,16,*,*,11,*,0,10,0,0
4095,Russian,Law School UG Degree Law School PG Taught,PG Taught,19,*,*,11,*,*,14,7,*,5,*,0,15,9,*
4096,Russian,Management UG Degree PG Taught,UG Degree,17,*,*,16,*,*,26,*,*,20,*,*,21,*,*
4097,Russian,Management UG Degree PG Taught,PG Taught,60,14,6,69,21,14,53,11,7,29,8,*,36,12,*
4098,Russian,Mathematics UG Degree PG Taught,UG Degree,6,*,*,*,0,0,12,*,*,10,*,0,17,0,0
4099,Russian,Mathematics UG Degree PG Taught,PG Taught,*,*,*,14,*,0,9,*,*,11,*,0,11,*,0
4100,Russian,Media and C.. PG Taught,PG Taught,22,*,*,18,*,*,12,*,0,16,*,*,11,*,*
4101,Russian,Methodology PG Taught,PG Taught,*,0,0,*,*,*,*,*,*,6,*,*,*,*,0
4102,Russian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,12,*,*,11,*,*,5,0,0,8,*,*,16,0,0
4103,Russian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,*,*,*,0,0,0,0,0,7,*,0,*,*,0
4104,Russian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,0,9,*,0,*,0,0,6,0,0,*,*,0
4105,Russian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,9,*,*,16,*,*,9,*,*,12,*,*,*,*,*
4106,Russian,School of Pu.. PG Taught,PG Taught,*,0,0,*,*,*,9,*,0,5,*,0,*,*,0
4107,Russian,Social Policy UG Degree PG Taught,UG Degree,6,*,0,*,*,0,6,*,0,*,0,0,8,*,*
4108,Russian,Social Policy UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,*,*,*,*,*,*,*,0
4109,Russian,Sociology UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,*,*,0
4110,Russian,Sociology UG Degree PG Taught,PG Taught,5,*,0,8,*,*,*,*,*,*,*,*,*,0,0
4111,Russian,Statistics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,11,0,0,8,0,0,9,*,0
4112,Russian,Statistics UG Degree PG Taught,PG Taught,11,*,*,8,*,*,14,*,0,15,*,*,14,6,*
4113,Rwandan,Economic Hi.. PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4114,Rwandan,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
4115,Rwandan,Economics UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4116,Rwandan,Gender Stud.. PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
4117,Rwandan,Geography .. PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4118,Rwandan,Government PG Taught,PG Taught,*,*,0,0,0,0,*,0,0,0,0,0,0,0,0
4119,Rwandan,Health Policy PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
4120,Rwandan,International.. PG Taught,PG Taught,6,*,*,*,0,0,*,*,0,0,0,0,*,*,0
4121,Rwandan,International.. PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4122,Rwandan,Law School UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4123,Rwandan,Law School UG Degree PG Taught,PG Taught,0,0,0,*,0,0,*,0,0,*,*,0,0,0,0
4124,Rwandan,Management PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
4125,Rwandan,Media and C.. PG Taught,PG Taught,*,0,0,*,*,0,*,*,0,*,*,*,0,0,0
4126,Rwandan,"Philosophy, .. UG Degree School of Pu.. PG Taught",UG Degree,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,Rwandan,"Philosophy, .. UG Degree School of Pu.. PG Taught",PG Taught,*,0,0,*,0,0,*,*,0,*,*,*,*,*,0
4128,Rwandan,Social Policy PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,*,*,*,*,0,0
4129,Rwandan,Sociology UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,Rwandan,Sociology UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
4131,Samoa,Accounting PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4132,Samoa,Economic Hi.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4133,Samoa,Law School PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4134,Samoa,Management PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4135,San Marino,Accounting PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
4136,San Marino,Finance PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4137,San Marino,Management PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4138,Sao Tome & Principe Saudi Arabian,Economics PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,Sao Tome & Principe Saudi Arabian,Finance PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,Sao Tome & Principe Saudi Arabian,Accounting UG Degree PG Taught,UG Degree,8,0,0,11,0,0,6,0,0,17,*,*,18,*,*
4141,Sao Tome & Principe Saudi Arabian,Accounting UG Degree PG Taught,PG Taught,*,*,*,6,*,*,*,*,*,*,*,*,0,0,0
4142,Sao Tome & Principe Saudi Arabian,Anthropology UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
4143,Sao Tome & Principe Saudi Arabian,Anthropology UG Degree PG Taught,PG Taught,*,0,0,*,*,0,*,*,*,*,*,0,*,*,0
4144,Sao Tome & Principe Saudi Arabian,Economic Hi.. UG Degree,UG Degree,*,*,*,0,0,0,*,*,*,0,0,0,*,0,0
4145,Sao Tome & Principe Saudi Arabian,Economics UG Degree Economics PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,18,0,0,*,0,0
4146,Saudi Arabian,Economics UG Degree Economics PG Taught,PG Taught,*,*,0,6,0,0,*,0,0,5,*,0,*,*,0
4147,Saudi Arabian,Economics UG Degree Economics PG Taught,,,,,,,,,,,,,,,,
4148,Saudi Arabian,European In.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,Saudi Arabian,Finance UG Degree PG Taught,UG Degree,6,0,0,*,0,0,8,0,0,6,0,0,12,0,0
4150,Saudi Arabian,Finance UG Degree PG Taught,PG Taught,18,*,*,7,0,0,12,0,0,12,0,0,11,*,0
4151,Saudi Arabian,Gender Stud.. PG Taught,PG Taught,5,*,0,0,0,0,0,0,0,*,*,*,*,0,0
4152,Saudi Arabian,Geography UG Degree and Environ.. PG Taught,UG Degree,*,0,0,*,0,0,*,*,0,*,0,0,0,0,0
4153,Saudi Arabian,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,0,11,*,*,5,*,0,18,*,*,10,*,*
4154,Saudi Arabian,Government UG Degree PG Taught,UG Degree,5,0,0,10,*,0,11,0,0,19,*,0,15,0,0
4155,Saudi Arabian,Government UG Degree PG Taught,PG Taught,11,0,0,*,*,0,19,*,0,21,*,0,23,*,*
4156,Saudi Arabian,Health Policy PG Taught,PG Taught,10,*,*,7,*,0,5,*,*,*,0,0,*,0,0
4157,Saudi Arabian,International.. PG Taught,PG Taught,5,0,0,*,*,0,*,*,*,*,0,0,5,*,0
4158,Saudi Arabian,International UG Degree History PG Taught,UG Degree,*,0,0,*,*,0,0,0,0,*,0,0,*,0,0
4159,Saudi Arabian,International UG Degree History PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,*,0,*,*,*
4160,Saudi Arabian,International UG Degree Relations PG Taught,UG Degree,9,0,0,*,0,0,*,0,0,7,0,0,*,0,0
4161,Saudi Arabian,International UG Degree Relations PG Taught,PG Taught,14,*,0,6,0,0,10,*,0,15,0,0,12,*,0
4162,Saudi Arabian,Language C.. UG Degree,UG Degree,*,0,0,*,0,0,*,*,*,*,0,0,0,0,0
4163,Saudi Arabian,Law School UG Degree PG Taught,UG Degree,5,0,0,8,0,0,8,0,0,12,0,0,14,0,0
4164,Saudi Arabian,Law School UG Degree PG Taught,PG Taught,23,*,0,18,*,*,17,5,*,17,*,*,23,9,*
4165,Saudi Arabian,Management UG Degree PG Taught,UG Degree,*,0,0,5,0,0,8,0,0,20,0,0,5,0,0
4166,Saudi Arabian,Management UG Degree PG Taught,PG Taught,38,*,0,26,8,0,36,*,*,59,8,*,30,5,*
4167,Saudi Arabian,Mathematics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
4168,Saudi Arabian,Mathematics UG Degree PG Taught,PG Taught,5,*,0,0,0,0,*,*,0,5,*,0,*,*,0
4169,Saudi Arabian,Media and C.. PG Taught,PG Taught,6,0,0,9,*,*,8,0,0,8,*,*,15,*,*
4170,Saudi Arabian,Methodology PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,0,0,*,0,0
4171,Saudi Arabian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
4172,Saudi Arabian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,*,0,0,*,0,0,*,0,0,*,*,0
4173,Saudi Arabian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,*,0,0,0,0
4174,Saudi Arabian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,6,*,*,6,*,0,7,0,0,8,*,*,*,0,0
4175,Saudi Arabian,School of Pu.. PG Taught,PG Taught,12,*,0,10,8,0,25,9,*,18,5,*,19,6,*
4176,Saudi Arabian,Social Policy UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,*,*,*,0,0,0,0,0
4177,Saudi Arabian,Social Policy UG Degree PG Taught,PG Taught,5,*,0,*,*,*,*,*,*,8,*,*,8,0,0
4178,Saudi Arabian,Sociology UG Degree PG Taught,UG Degree,*,*,0,*,*,*,*,0,0,6,0,0,*,0,0
4179,Saudi Arabian,Sociology UG Degree PG Taught,PG Taught,*,0,0,*,*,0,5,*,0,7,*,0,5,*,0
4180,Saudi Arabian,Statistics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,7,0,0,10,*,0,15,0,0
4181,Saudi Arabian,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,*,*,0,*,0,0
4182,Senegalese,Accounting UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
4183,Senegalese,Economic Hi.. UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4184,Senegalese,Economics UG Degree PG Taught,UG Degree,*,*,*,0,0,0,0,0,0,*,0,0,*,0,0
4185,Senegalese,Economics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4186,Senegalese,Finance UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
4187,Senegalese,Finance UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
4188,Senegalese,Gender Stud.. PG Taught,PG Taught,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0
4189,Senegalese,Government UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
4190,Senegalese,Government UG Degree PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,Senegalese,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
4192,Senegalese,International.. PG Taught,PG Taught,0,0,0,*,*,*,*,*,*,0,0,0,0,0,0
4193,Senegalese,International UG Degree Relations PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
4194,Senegalese,International UG Degree Relations PG Taught,PG Taught,0,0,0,*,*,*,0,0,*,0,0,0,0,0,0
4195,Senegalese,Law School UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
4196,Senegalese,Management UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,*,0,0,0,0,0
4197,Senegalese,Management UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4198,Senegalese,Mathematics UG Degree Media and C.. PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
4199,Senegalese,Mathematics UG Degree Media and C.. PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,Senegalese,School of Pu.. PG Taught,PG Taught,*,*,0,0,0,0,*,*,0,0,0,0,*,*,*
